bfsCode;Gemeindename;Kanton_Code;Kanton;Bezirk_Code;Bezirksname;Grossregion_Code;Grossregion_Text;Agglo_2012_Code;Agglo_2012_Text;Agglogrkl_2012_Code;Agglogrkl_2012_Text;raumStadt_2012_Code;raumStadt_2012_Text;Stadt_2012_Code;Stadt_2012_Text;Stadt_Land_2012_Code;Stadt_Land_2012_Text;Gdetypen_9_2012_Code;Gdetypen_9_2012_Text;Gdetypen_25_2012_Code;Gdetypen_25_2012_Text;Arbmarktgrossreg_2018_Code;Arbmarktgrossreg_2018_Text;Arbmarktreg_2018_Code;Arbmarktreg_2018_Text;Sprachgebiet_2016_Code;Sprachgebiet_2016_Text;Berggebiet_2019_Code;Berggebiet_2019_Text;DEGURBA_2011_Code;DEGURBA_2011_Text;GreaterCity_2011_Code;GreaterCity_2011_Text;Funktional_Stadt_2014_Code;Funktional_Stadt_2014_Text;MS_Region_2000_Code;MS_Region_2000_Text;Arbmarktreg_2000_Code;Arbmarktreg_2000_Text;Typ_MS_Reg_Code;Typ_MS_Reg_Text;Europ_Berggebiet_Code;Europ_Berggebiet_Text
5430;Marchissy;22;VD;2228;Nyon;1;Région lémanique;6621;Genève (CH);1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;1;Region Genf;1014;Nyon;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;6621960;Genf: funktionales städtisches Gebiet;85;Morges;2;Lausanne;2;Metropolraum, suburbane Zone (MZS);3;Jura
5431;Mollens (VD);22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2021;Rolle–Saint-Prex;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;85;Morges;2;Lausanne;2;Metropolraum, suburbane Zone (MZS);3;Jura
5434;Saint-George;22;VD;2228;Nyon;1;Région lémanique;6621;Genève (CH);1;>= 500'000 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;1;Region Genf;1014;Nyon;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;6621960;Genf: funktionales städtisches Gebiet;85;Morges;2;Lausanne;2;Metropolraum, suburbane Zone (MZS);3;Jura
5435;Saint-Livres;22;VD;2227;Morges;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2021;Rolle–Saint-Prex;2;Französisch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;85;Morges;2;Lausanne;2;Metropolraum, suburbane Zone (MZS);1;Mittelland - Hochrhein
5436;Saint-Oyens;22;VD;2227;Morges;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2021;Rolle–Saint-Prex;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;6621960;Genf: funktionales städtisches Gebiet;85;Morges;2;Lausanne;2;Metropolraum, suburbane Zone (MZS);3;Jura
5437;Saubraz;22;VD;2227;Morges;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;2;Region Lausanne;2021;Rolle–Saint-Prex;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;85;Morges;2;Lausanne;2;Metropolraum, suburbane Zone (MZS);3;Jura
5451;Avenches;22;VD;2222;Broye-Vully;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;326;Ländliche zentral gelegene Industriegemeinde;4;Region Freiburg;4010;Payerne–Estavayer;2;Französisch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
5456;Cudrefin;22;VD;2222;Broye-Vully;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;5;Mehrfach orientierte Gemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;6;Region Bern;6011;Murten;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
5458;Faoug;22;VD;2222;Broye-Vully;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;327;Ländliche zentral gelegene Dienstleistungsgemeinde;4;Region Freiburg;4010;Payerne–Estavayer;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;351960;Bern: funktionales städtisches Gebiet;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
5464;Vully-les-Lacs;22;VD;2222;Broye-Vully;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;4;Region Freiburg;4010;Payerne–Estavayer;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;42;Murten/Morat;4;Fribourg;11;Rurale agro-industrielle Region (RAI);0;Keine Zuordnung
5471;Bettens;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5472;Bournens;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5473;Boussens;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5474;La Chaux (Cossonay);22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5475;Chavannes-le-Veyron;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5476;Chevilly;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5477;Cossonay;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5479;Cuarnens;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);3;Jura
5480;Daillens;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5481;Dizy;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5482;Eclépens;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;2;Region Lausanne;2030;Yverdon-les-Bains;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5483;Ferreyres;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);3;Jura
5484;Gollion;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5485;Grancy;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5486;L'Isle;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);3;Jura
5487;Lussery-Villars;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5488;Mauraz;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);3;Jura
5489;Mex (VD);22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5490;Moiry;22;VD;2227;Morges;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);3;Jura
5491;Mont-la-Ville;22;VD;2227;Morges;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;325;Ländliche zentral gelegene Agrargemeinde;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;0;Nicht zu einem funktionalen städtischen Gebiet zugehörig;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);3;Jura
5492;Montricher;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;1;Gemeinden im Berggebiet;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);3;Jura
5493;Orny;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;235;Periurbane Agrargemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5495;Penthalaz;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5496;Penthaz;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;226;Periurbane Industriegemeinde mittlerer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5497;Pompaples;22;VD;2227;Morges;1;Région lémanique;0;keine Agglomerationsgemeinde und keine Kerngemeinde ausserhalb von Agglomerationen;0;keine Agglomerationszugehörigkeit;0;Ländliche Gemeinde ohne städtischen Charakter;0;nein;3;Ländlich;32;Ländliche zentral gelegene Gemeinde;327;Ländliche zentral gelegene Dienstleistungsgemeinde;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5498;La Sarraz;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;2;Intermediär (dichter periurbaner Raum und ländliche Zentren);22;Periurbane Gemeinde mittlerer Dichte;227;Periurbane Dienstleistungsgemeinde mittlerer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5499;Senarclens;22;VD;2227;Morges;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5501;Sullens;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5503;Vufflens-la-Ville;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;2;Region Lausanne;2022;Renens–Ecublens;2;Französisch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5511;Assens;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;236;Periurbane Industriegemeinde geringer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;2;Mitteldicht besiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
5512;Bercher;22;VD;2223;Gros-de-Vaud;1;Région lémanique;5586;Lausanne;2;250'000 - 499'999 Einwohner/innen;4;Agglomerationsgürtelgemeinde;0;nein;3;Ländlich;23;Periurbane Gemeinde geringer Dichte;237;Periurbane Dienstleistungsgemeinde geringer Dichte;2;Region Lausanne;2023;Prilly–Le Mont-sur-Lausanne;2;Französisch;0;Gemeinden ausseralb der Berggebiete;3;Geringbesiedeltes Gebiet;0;Nicht zu einer erweiterten Stadt zugehörig;5586960;Lausanne: funktionales städtisches Gebiet;90;Gros-de-Vaud;2;Lausanne;3;Metropolraum, periurbane Zone (MZP);1;Mittelland - Hochrhein
